No. Race / Course,Course,Time,Race Name,Class,Distance (f),Prize,Going,Surface,Silk,Runner Count,Number,Horse,Age,Jockey,Trainer,Draw,Weight,ORI,Best,Bet365,William Hill,Coral,Betfred,Boyle Sports,Ladbrokes,,,RESULT,SP odd,,Form,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beverley,14:05,William Hill Beverley Bullet Sprint Stakes (Listed Race),Class 1,5,"£39,697",Good To Firm,Turf,https://www.rp-assets.com/svg/9/3/0/343039.svg,10,6,First Instinct,3,Joanna Mason,William Haggas,4,126,9,7.5,7,6.5,7.5,7.5,7,7.5,-31325,,4,8,,,,,William Pyle,1,16:55 | Beverley | Swift Salian,,,,,,,,,,,Adrian Nicholls,1,15:07 | Beverley | London,,,,,,,,,,
,Beverley,14:05,William Hill Beverley Bullet Sprint Stakes (Listed Race),Class 1,5,"£39,697",Good To Firm,Turf,https://www.rp-assets.com/svg/8/2/4/306428.svg,10,7,Elegant Erin,8,Cam Hardie,Paul Midgley,9,125,67,126,126,81,67,101,81,67,222732,,6,101,,,,,Ryan Kavanagh,1,16:55 | Beverley | Tribal Wisdom,,,,,,,,,,,Nigel Tinkler,4,15:07 | Beverley | Baldosa,16:17 | Beverley | Sergeant Mayer,18:40 | Chelmsford (AW) | Captain Bruce,16:25 | Chester | Azuinthejungle,,,,,,,
,Beverley,14:05,William Hill Beverley Bullet Sprint Stakes (Listed Race),Class 1,5,"£39,697",Good To Firm,Turf,https://www.rp-assets.com/svg/1/1/6/179611.svg,10,8,Habooba,5,Alistair Rawlinson,T J Kent,6,125,19,34,34,23,26,29,29,26,23-811,,7,41,,,,,Shay Farmer,1,17:40 | Chelmsford (AW) | Masqool,,,,,,,,,,,Roger Fell,1,15:07 | Beverley | Harswell River,,,,,,,,,,
,Beverley,14:05,William Hill Beverley Bullet Sprint Stakes (Listed Race),Class 1,5,"£39,697",Good To Firm,Turf,https://www.rp-assets.com/svg/9/1/8/46819.svg,10,9,Star Of Lady M,5,Mark Winn,David O'Meara,2,125,17,29,29,21,23,26,21,23,11816-,,3,23,,,,,Fred Daly,1,17:40 | Chelmsford (AW) | Artificer,,,,,,,,,,,Brian Ellison,4,15:07 | Beverley | Bestfootleads,18:40 | Chelmsford (AW) | Imso Friendly,14:40 | Chester | Tashkhan,15:15 | Chester | Perfect Part,,,,,,,
,Beverley,14:05,William Hill Beverley Bullet Sprint Stakes (Listed Race),Class 1,5,"£39,697",Good To Firm,Turf,https://www.rp-assets.com/svg/1/5/2/361251.svg,10,10,Adrestia,3,David Allan,Simon & Ed Crisford,1,123,6,4.5,4,4.5,4.33,4.5,4.5,4.33,5-3142,,2,3.25,,,,,Poppy Scott,1,17:40 | Chelmsford (AW) | Night Tara,,,,,,,,,,,Harry Eustace,2,15:42 | Beverley | Jazzit,15:00 | Sandown | Mustazeed,,,,,,,,,
,Beverley,14:35,Napoleons Casino And Restaurant Hull EBF Fillies' Novice Stakes (GBB Race),Class 4,7.5,"£4,639",Good To Firm,Turf,https://www.rp-assets.com/svg/2/5/4/343452.svg,5,1,Adiada,2,Sean Kirrane,Michael Dods,1,128,13,26,23,23,26,23,23,26,,,,,,,,,Jack Nicholls,1,17:40 | Chelmsford (AW) | Hock Eye The Noo,,,,,,,,,,,Kevin Frost,3,15:42 | Beverley | Symphony Of Joy,20:10 | Chelmsford (AW) | Young Endless,18:25 | Lingfield (AW) | Haaf A Diamond,,,,,,,,
,Beverley,14:35,Napoleons Casino And Restaurant Hull EBF Fillies' Novice Stakes (GBB Race),Class 4,7.5,"£4,639",Good To Firm,Turf,https://www.rp-assets.com/svg/0/5/1/114150.svg,5,2,If I Could Dream,2,Oisin Orr,George Scott,5,128,2.88,4.33,4.33,4.33,4,4,4,4,332,,,,,,,,Mason Paetel,4,17:40 | Chelmsford (AW) | Backer Bilk,18:10 | Chelmsford (AW) | Ballon Rouge,19:10 | Chelmsford (AW) | Rajak,20:40 | Chelmsford (AW) | Latin,,,,,,,,Tristan Davidson,1,16:17 | Beverley | Harb,,,,,,,,,,
,Beverley,14:35,Napoleons Casino And Restaurant Hull EBF Fillies' Novice Stakes (GBB Race),Class 4,7.5,"£4,639",Good To Firm,Turf,https://www.rp-assets.com/svg/3/0/0/211003.svg,5,3,Love Love Love,2,Paul Mulrennan,George Scott,3,128,4.5,5,5,5,5,5,4.5,5,,,,,,,,,Joe Bradnam,1,17:40 | Chelmsford (AW) | Infantry Officer,,,,,,,,,,,Ben Haslam,1,16:17 | Beverley | Wrestling Revenue,,,,,,,,,,
,Beverley,14:35,Napoleons Casino And Restaurant Hull EBF Fillies' Novice Stakes (GBB Race),Class 4,7.5,"£4,639",Good To Firm,Turf,https://www.rp-assets.com/svg/9/8/8/40889.svg,5,4,Miss Lady Grace,2,Rowan Scott,Alice Haynes,2,128,15,15,15,15,15,15,13,15,4,,,,,,,,Liam Wright,3,17:40 | Chelmsford (AW) | Astral Sea,19:10 | Chelmsford (AW) | Riffa Spirit,19:40 | Chelmsford (AW) | Alfa Moonstone,,,,,,,,,Michael & David Easterby,2,16:17 | Beverley | Atomic Mass,16:25 | Chester | Acrisius,,,,,,,,,
,Beverley,14:35,Napoleons Casino And Restaurant Hull EBF Fillies' Novice Stakes (GBB Race),Class 4,7.5,"£4,639",Good To Firm,Turf,https://www.rp-assets.com/svg/j/9/3/205339j.svg,5,5,Secret Echo,2,Callum Rodriguez,Roger Varian,4,128,2.63,1.83,1.83,1.83,1.83,1.83,1.8,1.83,33,,,,,,,,Cian Horgan,1,17:40 | Chelmsford (AW) | Dinah Myte,,,,,,,,,,,Charlie Johnston,5,16:55 | Beverley | Urban Sprawl,17:40 | Chelmsford (AW) | Hock Eye The Noo,18:10 | Chelmsford (AW) | Sweet Love,15:15 | Chester | Sir Paul Ramsey,15:50 | Chester | Amirlan,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/6/6/7/345766.svg,8,1,Willowinghurn,2,Mark Winn,David O'Meara,4,135,7,7.5,7.5,7.5,7.5,7.5,7.5,7.5,145243,,,,,,,,Luke Morris,6,18:10 | Chelmsford (AW) | Eleanor Shelby,18:40 | Chelmsford (AW) | Audere,19:10 | Chelmsford (AW) | Dandy's Rocket,19:40 | Chelmsford (AW) | Sam's Hope,20:10 | Chelmsford (AW) | Grand Harbour,20:40 | Chelmsford (AW) | Windsor Pass,,,,,,Dr Richard Newland & Jamie Insole,3,16:55 | Beverley | Great Blasket,17:55 | Lingfield (AW) | Ar Diddy Dum Dum,14:15 | Newton Abbot | Manyana Blue,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/5/0/6/179605.svg,8,2,Lady Britain,2,Owen Lewis(7),Ismail Mohammed,6,135,4,5.5,5,5.5,5.5,5,5,5.5,9531,,,,,,,,Jamie Spencer,1,18:10 | Chelmsford (AW) | Red Tsarina,,,,,,,,,,,David & Nicola Barron,1,16:55 | Beverley | Swift Salian,,,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/2/8/9/238982.svg,8,3,Dunkeld Dreamer,2,David Allan,K R Burke,2,134,3.25,2.88,2.88,2.75,2.75,2.75,2.75,2.75,8651,,,,,,,,Neil Callan,3,18:10 | Chelmsford (AW) | Sweet Love,18:40 | Chelmsford (AW) | Houdini Miss,20:10 | Chelmsford (AW) | Hamdani Cruiser,,,,,,,,,Ian Williams,5,16:55 | Beverley | Tribal Wisdom,17:00 | Chester | Dyonisos,17:35 | Chester | Gallant Lion,17:35 | Chester | Green Team,17:35 | Chester | Montpellier Green,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/6/6/4/360466.svg,8,4,London,2,Harrison Shaw,Adrian Nicholls,5,133,26,19,19,17,17,15,17,17,03453,,,,,,,,Hollie Doyle,6,18:10 | Chelmsford (AW) | Mimi's Magic,18:40 | Chelmsford (AW) | Captain Bruce,19:10 | Chelmsford (AW) | Campenaerts,19:40 | Chelmsford (AW) | Apple's Angel,20:10 | Chelmsford (AW) | Young Endless,20:40 | Chelmsford (AW) | Thomas Equinas,,,,,,Seb Spencer,1,16:55 | Beverley | Kit Gabriel,,,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/7/8/0/306087.svg,8,5,Baldosa,2,Rowan Scott,Nigel Tinkler,7,131,7,9.5,9,9,9,9.5,9,9,085,,,,,,,,Dougie Costello,2,18:40 | Chelmsford (AW) | Imso Friendly,20:40 | Chelmsford (AW) | Gundogan,,,,,,,,,,John Wainwright,1,16:55 | Beverley | Dandy's Angel,,,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/6/6/7/291766.svg,8,6,Supreme Dancer,2,Oisin Orr,Richard Fahey,3,128,8.5,7,7,6,6.5,6.5,6.5,6.5,864752,,,,,,,,Benoit De La Sayette,2,18:40 | Chelmsford (AW) | Whiskey Neat,19:40 | Chelmsford (AW) | Marcus,,,,,,,,,,James Evans,1,17:40 | Chelmsford (AW) | Masqool,,,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/7/3/1/343137.svg,8,7,Harswell River,2,Joanna Mason,Roger Fell,1,125,7,7.5,7.5,7.5,7.5,7.5,7.5,7.5,573423,,,,,,,,Jonny Peate,1,18:40 | Chelmsford (AW) | Karakula Dancer,,,,,,,,,,,Matt Crawley,1,17:40 | Chelmsford (AW) | Artificer,,,,,,,,,,
,Beverley,15:07,Westwood Nursery Handicap,Class 6,7.5,"£4,004",Good To Firm,Turf,https://www.rp-assets.com/svg/6/6/0/23066.svg,8,8,Bestfootleads,2,Cam Hardie,Brian Ellison,8,116,26,41,41,41,34,34,34,34,080,,,,,,,,Sam Hitchcott,1,19:10 | Chelmsford (AW) | Love Alive,,,,,,,,,,,Sir Mark Prescott Bt,2,17:40 | Chelmsford (AW) | Night Tara,20:10 | Chelmsford (AW) | Grand Harbour,,,,,,,,,
,Beverley,15:42,"Tyre Scope Restricted Maiden Stakes (Bands B, C And D) (GBB Race)",Class 4,7.5,"£5,400",Good To Firm,Turf,https://www.rp-assets.com/svg/4/9/2/150294.svg,4,1,Jazzit,3,Kaiya Fraser,Harry Eustace,3,133,13,,,,,,,,0-3,,,,,,,,Stevie Donohoe,2,19:10 | Chelmsford (AW) | Artista,20:40 | Chelmsford (AW) | Wilde And Dandy,,,,,,,,,,James Owen,9,17:40 | Chelmsford (AW) | Backer Bilk,20:40 | Chelmsford (AW) | Latin,17:35 | Chester | Percy Shelley,17:35 | Chester | Cavern Club,18:25 | Lingfield (AW) | Invincible Navy,19:25 | Lingfield (AW) | High Court Judge,14:45 | Newton Abbot | Haptics,15:55 | Newton Abbot | Chillhi,22:46 | Kentucky Downs | Wimbledon Hawkeye,,
,Beverley,15:42,"Tyre Scope Restricted Maiden Stakes (Bands B, C And D) (GBB Race)",Class 4,7.5,"£5,400",Good To Firm,Turf,https://www.rp-assets.com/svg/5/3/0/340035.svg,4,2,High On Hope,3,Alistair Rawlinson,Michael Appleby,4,131,2.25,1.44,1.44,1.4,1.4,1.4,1.4,1.4,382243,,,,,,,,Finley Marsh,2,19:10 | Chelmsford (AW) | Startled,20:10 | Chelmsford (AW) | Night Horn,,,,,,,,,,Michael Bell,2,17:40 | Chelmsford (AW) | Infantry Officer,19:10 | Chelmsford (AW) | Rajak,,,,,,,,,
,Beverley,15:42,"Tyre Scope Restricted Maiden Stakes (Bands B, C And D) (GBB Race)",Class 4,7.5,"£5,400",Good To Firm,Turf,https://www.rp-assets.com/svg/7/0/5/360507.svg,4,3,Symphony Of Joy,3,Ben Sanderson,Kevin Frost,2,131,5.5,,,,,,,,4,,,,,,,,Pat Cosgrave,3,19:10 | Chelmsford (AW) | Henrythenate,20:10 | Chelmsford (AW) | Belaya River,20:40 | Chelmsford (AW) | American Treasure,,,,,,,,,John Gallagher,1,17:40 | Chelmsford (AW) | Dinah Myte,,,,,,,,,,
,Beverley,15:42,"Tyre Scope Restricted Maiden Stakes (Bands B, C And D) (GBB Race)",Class 4,7.5,"£5,400",Good To Firm,Turf,https://www.rp-assets.com/svg/6/5/5/360556.svg,4,4,Melvin Udall,3,Paul Mulrennan,Ed Walker,1,129,2.5,2.75,2.63,2.75,2.75,2.75,2.63,2.75,4,,,,,,,,Sam Feilden,2,19:40 | Chelmsford (AW) | Pinjarra,20:10 | Chelmsford (AW) | Mrs Meader,,,,,,,,,,Brian Meehan,4,18:10 | Chelmsford (AW) | Eleanor Shelby,15:35 | Sandown | Oceans Four,16:10 | Sandown | Esna,16:45 | Sandown | Penhallam,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/2/5/2/218252.svg,12,1,Emperor's Son,4,Conor Orr(3),Richard Fahey,4,140,15,11,11,11,11,10,11,11,9-5070,,,,,,,,Morgan Cole,1,19:40 | Chelmsford (AW) | Battle Point,,,,,,,,,,,Ollie Sangster,7,18:10 | Chelmsford (AW) | Red Tsarina,19:10 | Chelmsford (AW) | Artista,17:00 | Chester | Running Queen,13:50 | Sandown | Ellaria Sand,14:25 | Sandown | Flight,16:10 | Sandown | Marveling,16:45 | Sandown | Piazza,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/9/7/5/302579.svg,12,2,King's Crown,5,Sean Kirrane,Michael Dods,1,139,9,8,8,7.5,8,8,8,8,331217,,,,,,,,Dylan Hogan,3,19:40 | Chelmsford (AW) | Sam's Xpress,20:10 | Chelmsford (AW) | Arenas Del Tiempo,20:40 | Chelmsford (AW) | Rusheen Boy,,,,,,,,,Ed Dunlop,2,18:10 | Chelmsford (AW) | Ballon Rouge,18:10 | Chelmsford (AW) | Mimi's Magic,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/7/4/3/241347.svg,12,3,Harb,6,Rowan Scott,Tristan Davidson,12,137,4.5,,,,,,,,362341,,,,,,,,Joey Haynes,1,19:40 | Chelmsford (AW) | War Zone,,,,,,,,,,,James Horton,2,18:40 | Chelmsford (AW) | Houdini Miss,20:10 | Chelmsford (AW) | Hamdani Cruiser,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/9/8/4/6489.svg,12,4,Hundred Caps,3,Kevin Stott,Julie Camacho,6,137,6.5,5,5,5,5,5,5,5,-10642,,,,,,,,Connor Planas,1,20:10 | Chelmsford (AW) | Inlet,,,,,,,,,,,Patrick Owens,1,18:40 | Chelmsford (AW) | Whiskey Neat,,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/2/2/1/316122.svg,12,5,Sergeant Mayer,4,Alex Jary(5),Nigel Tinkler,10,137,12,11,11,11,11,11,11,11,223534,,,,,,,,Tommie Jakes,1,20:40 | Chelmsford (AW) | Jackson Street,,,,,,,,,,,Dean Ivory,2,18:40 | Chelmsford (AW) | Audere,20:40 | Chelmsford (AW) | Thomas Equinas,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/2/5/3/294352.svg,12,6,Rock Of England,5,Callum Rodriguez,Paul Midgley,11,136,5.5,8,7,8,7.5,7.5,7.5,7.5,440612,,,,,,,,Donagh Murphy,1,20:40 | Chelmsford (AW) | Love Your Work,,,,,,,,,,,James Ferguson,2,18:40 | Chelmsford (AW) | Karakula Dancer,13:50 | Sandown | Cavolo Nero,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/2/9/3/252392.svg,12,7,Cape Sovereign,3,Tom Eaves,Kevin Ryan,7,136,11,8.5,8.5,8.5,8.5,8.5,7,8.5,224057,,,,,,,,Rhys Elliott,1,20:40 | Chelmsford (AW) | Autumn Festival,,,,,,,,,,,Richard Hannon,6,19:10 | Chelmsford (AW) | Love Alive,15:15 | Chester | Witch Hunter,19:25 | Lingfield (AW) | Emily Rebecca,13:50 | Sandown | Angel Hunter,13:50 | Sandown | Arctic Grey,16:10 | Sandown | Aura Champagne,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/2/9/2/235292.svg,12,8,Fortunate Star,5,Harry Smith(7),Declan Carroll,2,131,7.5,5.5,5.5,5,5.5,5.5,5.5,5.5,481204,,,,,,,,Jason Hart,4,14:10 | Chester | Blingy's Sister,15:15 | Chester | Hawksbill,15:50 | Chester | Lion Of Alba,17:35 | Chester | Gallant Lion,,,,,,,,Archie Watson,2,19:10 | Chelmsford (AW) | Campenaerts,16:50 | Lingfield (AW) | Persian Phoenix,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/7/5/0/342057.svg,12,9,Wrestling Revenue,4,Andrew Mullen,Ben Haslam,9,130,19,41,34,41,34,34,34,34,-79039,,,,,,,,Jack Mitchell,4,14:10 | Chester | Coming Attraction,14:40 | Chester | Tabletalk,16:25 | Chester | Simply Blue,17:00 | Chester | Marty Hopkirk,,,,,,,,David Evans,1,19:10 | Chelmsford (AW) | Diamond Alexander,,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/5/7/2/344275.svg,12,10,Yazaman,7,Mark Winn,Paul Midgley,8,129,15,13,13,13,13,13,13,13,360527,,,,,,,,Cieren Fallon,5,14:10 | Chester | Concert,15:15 | Chester | Thunder Roar,16:25 | Chester | Kinswoman,17:00 | Chester | Showering,17:35 | Chester | Green Team,,,,,,,Richard Hughes,2,19:10 | Chelmsford (AW) | Startled,17:55 | Lingfield (AW) | Rose Of Spain,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/3/1/1/251113.svg,12,11,Atomic Mass,3,Joanna Mason,Michael & David Easterby,5,129,13,9,9,9,9,9,9,9,613455,,,,,,,,P J McDonald,5,14:10 | Chester | Entailed,14:40 | Chester | Alsakib,15:50 | Chester | Laazm,17:00 | Chester | Marchogion,17:35 | Chester | Good Show,,,,,,,Charlie Fellowes,2,19:10 | Chelmsford (AW) | Henrythenate,20:10 | Chelmsford (AW) | Belaya River,,,,,,,,,
,Beverley,16:17,Constant Security Handicap,Class 5,5,"£4,527",Good To Firm,Turf,https://www.rp-assets.com/svg/5/6/6/295665.svg,12,12,Spring Corn,3,David Allan,Tim Easterby,3,124,23,19,19,17,17,17,17,17,792268,,,,,,,,Sean D Bowen,5,14:10 | Chester | Trust Amy,14:40 | Chester | Minella Rescue,15:50 | Chester | Risk Averse Rebel,17:00 | Chester | Running Queen,17:35 | Chester | Montpellier Green,,,,,,,John & Sean Quinn,1,19:40 | Chelmsford (AW) | Pinjarra,,,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/6/5/4/353456.svg,7,1,Urban Sprawl,5,Archie Young(3),Charlie Johnston,4,142,2.88,3.25,3,3.25,3.25,3.25,3.25,3.25,595204,,,,,,,,Callum Shepherd,6,14:40 | Chester | Prydwen,15:15 | Chester | The Waco Kid,15:50 | Chester | Amirlan,16:25 | Chester | Our Planet,17:00 | Chester | Arabian Cobra,17:35 | Chester | Cavern Club,,,,,,Stephanie Cassidy,1,19:40 | Chelmsford (AW) | Alfa Moonstone,,,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/4/8/8/338884.svg,7,2,Great Blasket,5,Elizabeth Gale(5),Dr Richard Newland & Jamie Insole,7,141,6,7.5,7.5,7.5,7.5,7.5,7.5,7.5,701816,,,,,,,,Ben Robinson,2,14:40 | Chester | Tashkhan,16:25 | Chester | Ziggy's Triton,,,,,,,,,,Michael Attwater,4,19:40 | Chelmsford (AW) | Battle Point,20:40 | Chelmsford (AW) | Jackson Street,16:50 | Lingfield (AW) | Zaltalla,18:25 | Lingfield (AW) | Lovely Jubly,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/9/1/3/248319.svg,7,3,Sailthisshipalone,4,Ethan Tindall(7),Richard Fahey,1,139,5,3.5,3.5,3.5,3.25,3.5,3.5,3.25,-03476,,,,,,,,Edward Greatrex,2,14:40 | Chester | Allonsy,17:00 | Chester | Dyonisos,,,,,,,,,,Charlie Wallis,2,19:40 | Chelmsford (AW) | Marcus,19:25 | Lingfield (AW) | Enough Already,,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/1/2/8/326821.svg,7,4,Swift Salian,4,William Pyle,David & Nicola Barron,3,134,7.5,6.5,6.5,6.5,6.5,6.5,6,6.5,211766,,,,,,,,Aidan Keeley,2,14:40 | Chester | Orchard Keeper,17:00 | Chester | Miraculous,,,,,,,,,,Martin Dunne,2,19:40 | Chelmsford (AW) | Sam's Hope,18:55 | Lingfield (AW) | Money Pockets,,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/c/5/5/33455c.svg,7,5,Tribal Wisdom,6,Ryan Kavanagh(3),Ian Williams,5,130,5,9.5,8.5,9.5,8.5,9.5,9,8.5,832534,,,,,,,,Rob Hornby,3,14:40 | Chester | Too Soon,15:15 | Chester | Two Tempting,17:35 | Chester | Give It To Me Oj,,,,,,,,,Julia & Shelley Birkett,3,19:40 | Chelmsford (AW) | Sam's Xpress,20:10 | Chelmsford (AW) | Mrs Meader,20:40 | Chelmsford (AW) | Rusheen Boy,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/b/9/0/122109b.svg,7,6,Kit Gabriel,6,Alex Jary(3),Seb Spencer,2,130,15,13,13,12,13,13,13,13,702908,,,,,,,,Marco Ghiani,3,15:15 | Chester | Al Shabab Storm,15:50 | Chester | Dryburgh,17:00 | Chester | El Bodon,,,,,,,,,Chelsea Banham,1,19:40 | Chelmsford (AW) | War Zone,,,,,,,,,,
,Beverley,16:55,Ward Homes Yorkshire Apprentice Handicap,Class 4,8.5,"£5,574",Good To Firm,Turf,https://www.rp-assets.com/svg/2/8/7/305782.svg,7,7,Dandy's Angel,8,Tom Kiely-Marshall(3),John Wainwright,6,122,17,15,15,15,15,15,15,15,201564,,,,,,,,Warren Fentiman,4,15:15 | Chester | Golden Mind,16:25 | Chester | Bonnie's Boy,17:00 | Chester | Uncle Don,17:35 | Chester | Percy Shelley,,,,,,,,Simon Dow,2,19:40 | Chelmsford (AW) | Apple's Angel,19:25 | Lingfield (AW) | Soy Loco,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/5/5/5/284555.svg,8,1,Masqool,7,Shay Farmer(3),James Evans,3,140,8.5,6,6,5.5,5.5,5.5,5.5,5.5,276766,,,,,,,,Alec Voikhansky,1,15:15 | Chester | Witch Hunter,,,,,,,,,,,Rae Guest,1,20:10 | Chelmsford (AW) | Inlet,,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/2/6/8/311862.svg,8,2,Artificer,4,Fred Daly(3),Matt Crawley,8,136,9.5,11,11,11,10,9.5,8.5,10,821236,,,,,,,,George Wood,3,15:15 | Chester | Crown Board,17:00 | Chester | Candy,17:35 | Chester | It's All About You,,,,,,,,,Michael Keady,2,20:10 | Chelmsford (AW) | Night Horn,16:25 | Chester | Our Planet,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/3/4/0/220043.svg,8,3,Night Tara,3,Poppy Scott(7),Sir Mark Prescott Bt,6,132,2.88,4.33,4,4.33,4,4,4,4,9961,,,,,,,,Aiden Brookes,2,15:15 | Chester | Yanifer,17:35 | Chester | Cracker Star,,,,,,,,,,Jim & Suzi Best,1,20:10 | Chelmsford (AW) | Arenas Del Tiempo,,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/5/2/6/255625.svg,8,4,Hock Eye The Noo,3,Jack Nicholls(3),Charlie Johnston,4,131,10,8.5,8.5,7.5,7.5,7.5,7.5,7.5,280674,,,,,,,,Zak Wheatley,4,15:15 | Chester | Flying Finn,16:25 | Chester | Solid Bond,17:00 | Chester | Wobwobwob,17:35 | Chester | Ruler Legend,,,,,,,,Ross Burdon,1,20:40 | Chelmsford (AW) | Gundogan,,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/b/6/5/145956b.svg,8,5,Backer Bilk,3,Mason Paetel(3),James Owen,2,131,3.5,3.25,3.25,2.88,2.88,2.88,2.88,2.88,212323,,,,,,,,Harry Davies,3,15:15 | Chester | El Burhan,17:00 | Chester | Photosynthesis,17:35 | Chester | Little Saver,,,,,,,,,Ivan Furtado,1,20:40 | Chelmsford (AW) | Wilde And Dandy,,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/8/4/4/343448.svg,8,6,Infantry Officer,3,Joe Bradnam(5),Michael Bell,7,131,8,10,8.5,9.5,10,9.5,9,9.5,-11455,,,,,,,,Duran Fentiman,2,15:15 | Chester | Perfect Part,16:25 | Chester | I'm Next,,,,,,,,,,Darryll Holland,1,20:40 | Chelmsford (AW) | Love Your Work,,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/b/7/0/343707b.svg,8,7,Astral Sea,3,Liam Wright,Simon & Ed Crisford,1,128,15,19,17,19,15,15,15,17,58-55,,,,,,,,Joe Fanning,1,15:15 | Chester | Sir Paul Ramsey,,,,,,,,,,,Stuart Williams,2,20:40 | Chelmsford (AW) | American Treasure,17:55 | Lingfield (AW) | Loleeta,,,,,,,,,
,Chelmsford (AW),17:40,Level Head Apprentice Handicap,Class 6,10,"£3,664",Standard,AW,https://www.rp-assets.com/svg/9/4/6/196649.svg,8,8,Dinah Myte,3,Cian Horgan,John Gallagher,5,120,41,51,41,51,41,41,41,41,577,,,,,,,,Pierre-Louis Jamin,2,15:50 | Chester | No Direction,17:35 | Chester | Barenboim,,,,,,,,,,John Butler,1,20:40 | Chelmsford (AW) | Windsor Pass,,,,,,,,,,
